분류,메뉴코드,바코드번호,관리메뉴명(한국어),메뉴명(한국어),기존가, 인상후 ,인상가격
상품,B0000166,8801062004041 ,월드콘논산딸기,월드콘논산딸기,800,"1,000",200
상품,B0000172,8801062422630 ,월드콘 헤이즐럿,월드콘 헤이즐럿,800,"1,000",200
상품,B0000182,8801062623631 ,월드콘 체리베리,월드콘 체리베리,800,"1,000",200
상품,B0000183,8801062623655 ,월드콘 바나나,월드콘 바나나,800,"1,000",200
상품,B0000228,8801104305327 ,요맘때콘 백도,요맘때콘 백도,800,"1,000",200
상품,B0000249,8801062010257 ,옥동자콘,옥동자콘,800,"1,000",200
상품,B0000250,8801019514135 ,부라보콘체리,부라보콘체리,800,"1,000",200
상품,B0000283,8801104304351 ,슈퍼콘 초코,슈퍼콘 초코,800,"1,000",200
상품,B0000284,8801104304375 ,슈퍼콘 바닐라,슈퍼콘 바닐라,800,"1,000",200
상품,B0000346,8801118252181 ,그릭요거트콘,그릭요거트콘,800,"1,000",200
상품,B0000353,8801062013616 ,옥수수콘,옥수수콘,800,"1,000",200
상품,B0000362,8801062016457 ,스키피콘,스키피콘,800,"1,000",200
상품,B0000366,8801104663908 ,요맘때 그릭콘블루베리,요맘때 그릭콘블루베리,800,"1,000",200
상품,B0000375,8801118255601 ,아맛나콘,아맛나콘,800,"1,000",200
상품,B0000379,8801104664271 ,슈퍼콘딸기,슈퍼콘딸기,800,"1,000",200
상품,B0000396,8801118255694 ,망고크림콘,망고크림콘,800,"1,000",200
상품,B0000909,8801118256608 ,구구콘 스트로베리,구구콘 스트로베리,800,"1,000",200
상품,B0000035,8801118252372 ,백제신라고구마,백제신라고구마,800,"1,000",200
상품,B0000041,8801118252938 ,팬케이크샌드,팬케이크샌드,800,"1,000",200
상품,B0000139,8801019507427 ,크런치킹 샌드,크런치킹 샌드,800,"1,000",200
상품,B0000175,8801118252112 ,쿠키오 치즈샌드,쿠키오 치즈샌드,800,"1,000",200
상품,B0000178,8801118254055 ,빠삐코파우치,빠삐코파우치,800,"1,000",200
상품,B0000187,8801062436705 ,허니버터 와플샌드,허니버터 와플샌드,800,"1,000",200
상품,B0000203,8801062435159 ,잇츠와플통팥,잇츠와플통팥,800,"1,000",200
상품,B0000205,8801019507434 ,꿀호떡,꿀호떡,800,"1,000",200
상품,B0000223,8801019511103 ,바밤바샌드,바밤바샌드,800,"1,000",200
상품,B0000244,8801019513756 ,토피넛샌드,토피넛샌드,800,"1,000",200
상품,B0000275,8801118255038 ,빠삐코파우치 바닐라,빠삐코파우치 바닐라,800,"1,000",200
상품,B0000327,8801118255274 ,델몬트망고파우치,델몬트망고파우치,800,"1,000",200
상품,B0000349,8801118255496 ,빵빠레그릭요거트,빵빠레그릭요거트,800,"1,000",200
상품,B0000363,8801062016464 ,스피키샌드,스피키샌드,800,"1,000",200
상품,B0000374,8801118255656 ,빵빠레 우유소프트,빵빠레 우유소프트,800,"1,000",200
상품,B0000387,8801104664509 ,슈팅스타트리컬러,슈팅스타트리컬러,800,"1,000",200
상품,B0000422,8801104664370 ,더위사냥칼라만시파우치,더위사냥칼라만시파우치,800,"1,000",200
상품,B0000423,8801104664356 ,더위사냥키위슬러시파우치,더위사냥키위슬러시파우치,800,"1,000",200
상품,B0000448,8801019508875 ,크런치킹콘,크런치킹콘,800,"1,000",200
상품,B0000462,8801118256035 ,쿠키오 코코넛 샌드,쿠키오 코코넛 샌드,800,"1,000",200
상품,B0000475,8801062887590 ,앙빠빠샌드,앙빠빠샌드,800,"1,000",200
상품,B0000622,8801068370140 ,아시나요,아시나요,800,"1,000",200
상품,B0000648,8801068370133 ,아시나요모카,아시나요모카,800,"1,000",200
상품,B0000918,8801118256592 ,빵빠레 딸기,빵빠레 딸기,800,"1,000",200
상품,B0000042,8801062442898 ,설레임 밀크,설레임 밀크,800,"1,000",200
상품,B0000144,8801062004133 ,설레임 애플 키위,설레임 애플 키위,800,"1,000",200
상품,B0000311,8801062443444 ,설레임오렌지망고,설레임오렌지망고,800,"1,000",200
상품,B0000337,8801062014774 ,월드콘 모카크림,월드콘 모카크림,800,"1,000",200
상품,B0000399,8801048443451 ,설레임바나나,설레임바나나,800,"1,000",200
상품,B0000400,8801062892525 ,설레임오렌지망고,설레임오렌지망고,800,"1,000",200
상품,B0000425,8801019514814 ,부라보소프트콘,부라보소프트콘,800,"1,000",200
상품,B0000426,8801019514807 ,부라보수박콘,부라보수박콘,800,"1,000",200
상품,B0000428,8801104664486 ,슈퍼콘민트초코,슈퍼콘민트초코,800,"1,000",200
상품,B0000438,8801062890507 ,월드콘 아몬드브리톨,월드콘 아몬드브리톨,800,"1,000",200
상품,B0000446,8801062442911 ,설레임커피,설레임커피,800,"1,000",200
상품,B0000481,8809592640227 ,서주민트리치콘,서주민트리치콘,800,"1,000",200
상품,B0000483,8801104666190 ,요맘때파우치,요맘때파우치,800,"1,000",200
상품,B0000508,8801104665896 ,요맘때 그릭콘 믹스베리24,요맘때 그릭콘 믹스베리24,800,"1,000",200
상품,B0000520,8801062892518 ,설레임 카카오쉐이크,설레임 카카오쉐이크,800,"1,000",200
상품,B0000524,8801062884322 ,월드콘 애플크럼블,월드콘 애플크럼블,800,"1,000",200
상품,B0000533,8809713220017 ,부라보콘 바닐라,부라보콘 바닐라,800,"1,000",200
상품,B0000546,8801206000298 ,마카롱콘,마카롱콘,800,"1,000",200
상품,B0000560,8809713220376 ,1500 부라보그레이프OP082046,1500 부라보그레이프OP082046,800,"1,000",200
상품,B0000561,8809713220383 ,부라보초코청크마일드,1500 부라보초코청크마일드OP082042,800,"1,000",200
상품,B0000562,8809713220413 ,1500 부라보소프트콘082055,1500 부라보소프트콘082055,800,"1,000",200
상품,B0000563,8809713220420 ,1500 자유시간콘082052,1500 자유시간콘082052,800,"1,000",200
상품,B0000564,8809713220437 ,1500 크런치킹콘082050,1500 크런치킹콘082050,800,"1,000",200
상품,B0000585,8809713220697 ,부라보수박콘,1500 부라보수박콘082056,800,"1,000",200
상품,B0000586,8809713220703 ,부라보체리,1500 부라보체리OP082036,800,"1,000",200
상품,B0000606,8801118256165 ,구구콘,구구콘,800,"1,000",200
상품,B0000628,8801118256233 ,마다가스카르 구구콘,마다가스카르 구구콘,800,"1,000",200
상품,B0000629,8801118256103 ,구구콘,구구콘,800,"1,000",200
상품,B0000774,8801062883189 ,설레임 레모네이드,설레임 레모네이드,800,"1,000",200
상품,B0000216,8801062002405 ,말랑카우콘,말랑카우콘,900,"1,000",100
상품,B0000342,8801062012350 ,가나소프트콘,가나소프트콘,900,"1,000",100
상품,B0000401,8801062623501 ,녹차의연인콘,녹차의연인콘,900,"1,000",100
상품,B0000217,8801062003532 ,찰떡아이스딸기,찰떡아이스딸기,900,"1,000",100
상품,B0000344,8801104308694 ,밤붕어싸만코,밤붕어싸만코,900,"1,000",100
상품,B0000376,8801118255489 ,국화빵인절미,국화빵인절미,900,"1,000",100
상품,B0000474,8801104666381 ,빵또와 콘스프,빵또와 콘스프,900,"1,000",100
상품,B0000501,8809713220284 ,부라보샌드,부라보샌드,900,"1,000",100
상품,B0000502,8809713220260 ,바밤바샌드,바밤바샌드,900,"1,000",100
상품,B0000615,8801118256011 ,국화빵 앙버터,국화빵 앙버터,900,"1,000",100
상품,B0000480,8801062884902 ,찰떡아이스 딸기,찰떡아이스 딸기,900,"1,000",100
상품,B0000034,8801118251269 ,국화빵,국화빵,"1,000","1,000", - 
상품,B0000036,8801104302081 ,붕어싸만코,붕어싸만코,"1,000","1,000", - 
상품,B0000037,8801206000045 ,빵뚜루,빵뚜루,"1,000","1,000", - 
상품,B0000038,8801118251405 ,쿠키오,쿠키오,"1,000","1,000", - 
상품,B0000039,8801062435692 ,본가찰옥수수,본가찰옥수수,"1,000","1,000", - 
상품,B0000040,8801104302067 ,빵또아,빵또아,"1,000","1,000", - 
상품,B0000045,8801062422531 ,와쿠와크,와쿠와크,"1,000","1,000", - 
상품,B0000052,8801118251221 ,구구콘,구구콘,"1,000","1,000", - 
상품,B0000056,8801118251313 ,빵빠레초코,빵빠레초코,"1,000","1,000", - 
상품,B0000057,8801118251306 ,빵빠레 바닐라,빵빠레 바닐라,"1,000","1,000", - 
상품,B0000061,8801104152112 ,삼색파르페,삼색파르페,"1,000","1,000", - 
상품,B0000114,8801062435951 ,와,와,"1,000","1,000", - 
상품,B0000117,8801104301602 ,빵또아 블루베리,빵또아 블루베리,"1,000","1,000", - 
상품,B0000118,8801104305037 ,빵또아 레드벨벳,빵또아 레드벨벳,"1,000","1,000", - 
상품,B0000143,8801019512124 ,파르페 쿠키앤크림,파르페 쿠키앤크림,"1,000","1,000", - 
상품,B0000171,8801118254048 ,돼지콘,돼지콘,"1,000","1,000", - 
상품,B0000184,8801062422838 ,본젤라또콘 치즈,본젤라또콘 치즈,"1,000","1,000", - 
상품,B0000185,8801062422753 ,본젤라또콘 초코,본젤라또콘 초코,"1,000","1,000", - 
상품,B0000202,8801062435197 ,찰떡아이스,찰떡아이스,"1,000","1,000", - 
상품,B0000212,8801019508912 ,찰떡시모나,찰떡시모나,"1,000","1,000", - 
상품,B0000213,8801062436064 ,잇츠와플바닐라,잇츠와플바닐라,"1,000","1,000", - 
상품,B0000219,8801062436729 ,칙촉샌드아이스,칙촉샌드아이스,"1,000","1,000", - 
상품,B0000220,8801062002092 ,요하이콘,요하이콘,"1,000","1,000", - 
상품,B0000225,8801104305136 ,붕어싸만코 녹차,붕어싸만코 녹차,"1,000","1,000", - 
상품,B0000227,8801062422456 ,더블비얀코 초코,더블비얀코 초코,"1,000","1,000", - 
상품,B0000267,8801104306928 ,떡붕어싸만코,떡붕어싸만코,"1,000","1,000", - 
상품,B0000271,8801104307048 ,부드러운빵또와,부드러운빵또와,"1,000","1,000", - 
상품,B0000272,8801062436514 ,트로피칼 파르페,트로피칼 파르페,"1,000","1,000", - 
상품,B0000309,8801062013296 ,라이트엔젤 모카아이스,라이트엔젤 모카아이스,"1,000","1,000", - 
상품,B0000310,8801062013302 ,라이트엔젤 레몬아이스,라이트엔젤 레몬아이스,"1,000","1,000", - 
상품,B0000330,8801019513770 ,시모나 블러드오렌지,시모나 블러드오렌지,"1,000","1,000", - 
상품,B0000364,8801019514548 ,해태 인절미시모나,해태 인절미시모나,"1,000","1,000", - 
상품,B0000365,8801104663922 ,요맘때 그릭콘플레인,요맘때 그릭콘플레인,"1,000","1,000", - 
상품,B0000372,8801062894192 ,비얀코말랑카우,비얀코말랑카우,"1,000","1,000", - 
상품,B0000377,8801118255557 ,국화빵통팥,국화빵통팥,"1,000","1,000", - 
상품,B0000417,8801118255755 ,국화빵딸기,국화빵딸기,"1,000","1,000", - 
상품,B0000439,8801104306140 ,꽃보다인절미,꽃보다인절미,"1,000","1,000", - 
상품,B0000442,8801062891511 ,허쉬바,허쉬바,"1,000","1,000", - 
상품,B0000447,8801062891504 ,허쉬쿠키 크런치바,허쉬쿠키 크런치바,"1,000","1,000", - 
상품,B0000451,8801062623488 ,더블비얀코,더블비얀코,"1,000","1,000", - 
상품,B0000455,8801062889747 ,월드콘초코,월드콘초코,"1,000","1,000", - 
상품,B0000473,8801104666404 ,붕어싸만코 초코,붕어싸만코 초코,"1,000","1,000", - 
상품,B0000476,8801062887163 ,쌀로달,쌀로달,"1,000","1,000", - 
상품,B0000478,8801118256080 ,빵빠레샌드,빵빠레샌드,"1,000","1,000", - 
상품,B0000479,8801062887729 ,찰떡아이스 쿠키,찰떡아이스 쿠키,"1,000","1,000", - 
상품,B0000482,8801019515026 ,부라보샌드,부라보샌드,"1,000","1,000", - 
상품,B0000503,8809592640258 ,서주연유콘,서주연유콘,"1,000","1,000", - 
상품,B0000514,8801062442638 ,초키초키,초키초키,"1,000","1,000", - 
상품,B0000516,8801062899302 ,옥동자모나카,옥동자모나카,"1,000","1,000", - 
상품,B0000523,8801062884889 ,더블비얀코 초코,더블비얀코 초코,"1,000","1,000", - 
상품,B0000534,8809713220444 ,찰떡시모나,찰떡시모나,"1,000","1,000", - 
상품,B0000535,8809713220109 ,꿀호떡시모나,꿀호떡시모나,"1,000","1,000", - 
상품,B0000545,8801206002001 ,빵뚜르옥수수샌드,빵뚜르옥수수샌드,"1,000","1,000", - 
상품,B0000556,8809713220277 ,1000 바밤바아이스샌드U 093542,1000 바밤바아이스샌드U 093542,"1,000","1,000", - 
상품,B0000559,8809713220369 ,1500 부라보피스타치오OP082044,1500 부라보피스타치오OP082044,"1,000","1,000", - 
상품,B0000565,8809713220451 ,1000 인절미시모나085016,1000 인절미시모나085016,"1,000","1,000", - 
상품,B0000566,8809713220475 ,1000 애플시나몬시모나085019,1000 애플시나몬시모나085019,"1,000","1,000", - 
상품,B0000603,8801104665933 ,비비빅 찹쌀떡,비비빅 찹쌀떡,"1,000","1,000", - 
상품,B0000605,8809713220925 ,부라보베리,부라보베리,"1,000","1,000", - 
상품,B0000630,8801062898695 ,라즈베리쇼콜라,라즈베리쇼콜라,"1,000","1,000", - 
상품,B0000698,8801118256271 ,희한한 군고구마,희한한 군고구마,"1,000","1,000", - 
상품,B0000700,8801062880461 ,인절미샌드,인절미샌드,"1,000","1,000", - 
상품,B0000795,8801062879960 ,찰떡아이스 씨앗호떡맛,찰떡아이스 씨앗호떡맛,"1,000","1,000", - 
상품,B0000812,8801062878406 ,월드콘 쿠키앤크림,월드콘 쿠키앤크림,"1,000","1,000", - 
상품,B0000813,8801118256301 ,빵빠레 초코,빵빠레 초코,"1,000","1,000", - 
상품,B0000832,8801062877041 ,신묘한 찰옥수수 콘치즈,신묘한 찰옥수수 콘치즈,"1,000","1,000", - 
상품,B0000833,8801104669504 ,떡또아 티라미수,떡또아 티라미수,"1,000","1,000", - 
상품,B0000870,8801104668873 ,흑임자 붕어싸만코,흑임자 붕어싸만코,"1,000","1,000", - 
상품,B0000895,8801062876051 ,찰떡아이스 치즈떡볶이,찰떡아이스 치즈떡볶이,"1,000","1,000", - 
상품,B0000910,8809713220338 ,부라보 화이트바닐라,부라보 화이트바닐라,"1,000","1,000", - 
상품,B0000915,8801062874613 ,디저트 쿠앤크깜뜨세트,디저트 쿠앤크깜뜨세트,"1,000","1,000", - 
상품,B0000920,8801104670067 ,슈퍼콘 쿠앤크,슈퍼콘 쿠앤크,"1,000","1,000", - 
상품,B0000942,8801062874248 ,월드콘 까마로사 딸기,월드콘 까마로사 딸기,"1,000","1,000", - 
상품,B0000943,8801062876150 ,더블비얀코  베리&베리,더블비얀코  베리&베리,"1,000","1,000", - 
상품,B0000953,8801062872886 ,와 포도,와 포도,"1,000","1,000", - 
상품,B0000960,8801104671453 ,빵또아 슈팅스타,빵또아 슈팅스타,"1,000","1,000", - 
상품,B0000961,8801104671026 ,요맘때 슈팅스타,요맘때 슈팅스타,"1,000","1,000", - 
상품,B0000962,8801104670760 ,멘붕어싸만코,멘붕어싸만코,"1,000","1,000", - 
상품,B0000971,8801062623471 ,월드콘,월드콘,"1,000","1,000", - 
상품,B0000977,8801062873609 ,와 사과,와 사과,"1,000","1,000", - 
상품,B0001039,8801118257070 ,국화빵 호두맛,국화빵 호두맛,"1,000","1,000", - 
상품,B0001040,8801118257049 ,초코퍼지 크런치샌드,초코퍼지 크런치샌드,"1,000","1,000", - 
상품,B0001062,8801062869121 ,쫀득쫀득 찰떡아이스 초코,쫀득쫀득 찰떡아이스 초코,"1,000","1,000", - 
상품,B0001066,8801206002537 ,쑥이랑떡이랑,쑥이랑떡이랑,"1,000","1,000", - 
상품,B0001067,8809713221465 ,초코마루샌드,초코마루샌드,"1,000","1,000", - 
상품,B0000358,8805584111591 ,라벨리 영원한봄,라벨리 영원한봄,"1,200","1,200", - 
상품,B0000359,8805584111669 ,라벨리 드라큘라바,라벨리 드라큘라바,"1,200","1,200", - 
상품,B0000115,8801062013197 ,색고드름,색고드름,"1,300","1,300", - 
상품,B0000449,8809592640210 ,모히또펀치,모히또펀치,"1,300","1,300", - 
상품,B0000645,8809713220895 ,피치레몬,피치레몬,"1,300","1,300", - 
상품,B0000607,8809592640272 ,아이스쿨,아이스쿨,"1,300","1,500",200
상품,B0000059,8801118251351 ,쿨샷,쿨샷,"1,500","1,500", - 
상품,B0000063,8801118251276 ,팥빙수파티,팥빙수파티,"1,500","1,500", - 
상품,B0000064,8801104304979 ,꽃보다 빙수 딸기,꽃보다 빙수 딸기,"1,500","1,500", - 
상품,B0000065,8801104302265 ,꽃보다 빙수 망고,꽃보다 빙수 망고,"1,500","1,500", - 
상품,B0000066,8801206000540 ,서주 메론 빙수,서주 메론 빙수,"1,500","1,500", - 
상품,B0000067,8801118253669 ,구구크러스트컵,구구크러스트컵,"1,500","1,500", - 
상품,B0000105,8801104302364 ,투게더 미니컵,투게더 미니컵,"1,500","2,500","1,000"
상품,B0000106,8801104302531 ,엑설런트 미니컵,엑설런트 미니컵,"1,500","2,000",500
상품,B0000124,8801104302999 ,투게더 시그니처,투게더 시그니처,"1,500","1,500", - 
상품,B0000153,8801104303019 ,투게더 미니녹차컵,투게더 미니녹차컵,"1,500","2,500","1,000"
상품,B0000164,8801206680247 ,프라페 까페라떼,프라페 까페라떼,"1,500","1,500", - 
상품,B0000165,8801206000137 ,프라페 오렌지망고,프라페 오렌지망고,"1,500","1,500", - 
상품,B0000168,8801104305181 ,파르페 티라미수,파르페 티라미수,"1,500","1,500", - 
상품,B0000235,8801062007356 ,허쉬초코모나카,허쉬초코모나카,"1,500","1,500", - 
상품,B0000237,8801206000892 ,셰프의 오후 카라멜,셰프의 오후 카라멜,"1,500","1,500", - 
상품,B0000238,8801206000885 ,셰프의오후 딸기,셰프의오후 딸기,"1,500","1,500", - 
상품,B0000285,8801104306232 ,비빙수,비빙수,"1,500","1,500", - 
상품,B0000287,8801062412457 ,허쉬초코바,허쉬초코바,"1,500","1,500", - 
상품,B0000289,8801019509315 ,피치,피치,"1,500","1,500", - 
상품,B0000302,8801062011896 ,라이트앤젤 바나나컵,라이트앤젤 바나나컵,"1,500","1,500", - 
상품,B0000303,8801062011889 ,라이트엔젤 녹차컵미니,라이트엔젤 녹차컵미니,"1,500","1,500", - 
상품,B0000304,8801062011872 ,라이트엔젤 초코컵 미니,라이트엔젤 초코컵 미니,"1,500","1,500", - 
상품,B0000321,8801206000533 ,서주아이스주 화이트빙수,서주아이스주 화이트빙수,"1,500","1,500", - 
상품,B0000322,8801206000526 ,서주수박빙수,서주수박빙수,"1,500","1,500", - 
상품,B0000329,8801062002115 ,본젤라또 앙상블,본젤라또 앙상블,"1,500","1,500", - 
상품,B0000357,8805584111843 ,라벨리 디요거트,라벨리 디요거트,"1,500","1,500", - 
상품,B0000360,8805584111140 ,라벨리 리치몬드,라벨리 리치몬드,"1,500","1,500", - 
상품,B0000361,8805584111638 ,라벨리 라보떼초코바,라벨리 라보떼초코바,"1,500","1,500", - 
상품,B0000367,8801104663311 ,카페오레 파르페,카페오레 파르페,"1,500","1,500", - 
상품,B0000394,8801118253836 ,빠삐코빙수,빠삐코빙수,"1,500","1,500", - 
상품,B0000395,8801118253843 ,아맛나빙수,아맛나빙수,"1,500","1,500", - 
상품,B0000410,8809592640166 ,서주 휴빙수,서주 휴빙수,"1,500","1,500", - 
상품,B0000416,8801062014743 ,허쉬쿠키크런치바,허쉬쿠키크런치바,"1,500","1,500", - 
상품,B0000497,8801062885008 ,가나파르페,가나파르페,"1,500","1,500", - 
상품,B0000517,8801062008582 ,가나모나카,가나모나카,"1,500","1,500", - 
상품,B0000518,8801062893263 ,가나비얀코,가나비얀코,"1,500","1,500", - 
상품,B0000519,8801062896813 ,가나민트초코콘,가나민트초코콘,"1,500","1,500", - 
상품,B0000521,8801062443451 ,설레임바나나,설레임바나나,"1,500","1,500", - 
상품,B0000525,8801062883806 ,카페프레소,카페프레소,"1,500","1,500", - 
상품,B0000544,8801206640166 ,서주휴빙수,서주휴빙수,"1,500","1,500", - 
상품,B0000557,8809713220291 ,팥빙수,3000 팥빙수093608,"1,500","1,500", - 
상품,B0000572,8809713220093 ,아이스가이피치,2500 아이스가이피치OP093628,"1,500","1,500", - 
상품,B0000660,8809592640371 ,아이스쿨 포도,아이스쿨 포도,"1,500","1,500", - 
상품,B0000697,8801206000397 ,파르페 쿠키&너츠카라멜,파르페 쿠키&너츠카라멜,"1,500","1,500", - 
상품,B0000869,8801104669962 ,쿠앤크 파르페,쿠앤크 파르페,"1,500","1,500", - 
상품,B0000899,8801062874712 ,고드름 레몬라임,고드름 레몬라임,"1,500","1,500", - 
상품,B0000954,8801104671644 ,메로나 빙수,메로나 빙수,"1,500","1,500", - 
상품,B0000958,8801104670906 ,엑설런트 컵,엑설런트 컵,"1,500","2,000",500
상품,B0001031,8801104670791 ,엑셀런트 콘,엑셀런트 콘,"1,500","1,500", - 
상품,B0000062,8801062002504 ,롯데일품팥빙수,롯데일품팥빙수,"2,000","2,000", - 
상품,B0000107,8801062623662 ,허쉬 크런치 아몬드 콘,허쉬 크런치 아몬드 콘,"2,000","2,000", - 
상품,B0000109,8801104172134 ,끌레도르바 쿠키앤크림,끌레도르바 쿠키앤크림,"2,000","2,000", - 
상품,B0000110,8801104172059 ,끌레도르바 베리믹스,끌레도르바 베리믹스,"2,000","2,000", - 
상품,B0000111,8801062436439 ,미니멜츠 빅 포도소다,미니멜츠 빅 포도소다,"2,000","2,000", - 
상품,B0000112,8801062436453 ,미니멜츠 빅 초코볼,미니멜츠 빅 초코볼,"2,000","2,000", - 
상품,B0000113,8801062475780 ,미니멜츠 구슬 초코바닐라,미니멜츠 구슬 초코바닐라,"2,000","2,000", - 
상품,B0000127,8801062475797 ,미니멜츠 캔디,미니멜츠 캔디,"2,000","2,000", - 
상품,B0000128,8801062475810 ,미니멜츠 레인보우,미니멜츠 레인보우,"2,000","2,000", - 
상품,B0000129,8801118358029 ,라베스트 체리콘,라베스트 체리콘,"2,000","2,000", - 
상품,B0000130,8801118358012 ,라베스트 치즈케이크콘,라베스트 치즈케이크콘,"2,000","2,000", - 
상품,B0000131,8801118252396 ,라베스트 크림치즈바,라베스트 크림치즈바,"2,000","2,000", - 
상품,B0000163,8801062013999 ,본젤라또 마카롱 아이스크림,본젤라또 마카롱 아이스크림,"2,000","2,000", - 
상품,B0000169,8801104304627 ,끌레도르 바닐라바,끌레도르 바닐라바,"2,000","2,000", - 
상품,B0000173,8801118252402 ,라베스트헤즐럿,라베스트헤즐럿,"2,000","2,000", - 
상품,B0000180,8801118253966 ,라베스트 망고소르베,라베스트 망고소르베,"2,000","2,000", - 
상품,B0000186,8801118253973 ,라베스트 그레이프,라베스트 그레이프,"2,000","2,000", - 
상품,B0000214,8801118253393 ,라베스트티라미수콘,라베스트티라미수콘,"2,000","2,000", - 
상품,B0000215,8801118253102 ,라베스트헤즐넛초코,라베스트헤즐넛초코,"2,000","2,000", - 
상품,B0000229,8801062002924 ,구슬아이스쿠앤크,구슬아이스쿠앤크,"2,000","2,000", - 
상품,B0000251,8801104172042 ,끌레도르 에스프레소커피,끌레도르 에스프레소커피,"2,000","2,000", - 
상품,B0000274,8801104306829 ,끌레도르 크림치즈바,끌레도르 크림치즈바,"2,000","2,000", - 
상품,B0000333,8801062013203 ,미니멜츠 스크류,미니멜츠 스크류,"2,000","2,000", - 
상품,B0000334,8801062013210 ,미니멜츠 수박,미니멜츠 수박,"2,000","2,000", - 
상품,B0000341,8801062422272 ,허쉬콘 크런치 아몬드,허쉬콘 크런치 아몬드,"2,000","2,000", - 
상품,B0000354,8801206001141 ,다쿠아즈샌트,다쿠아즈샌트,"2,000","2,000", - 
상품,B0000355,8805584222068 ,라벨리 라보떼 초코맛,라벨리 라보떼 초코맛,"2,000","2,000", - 
상품,B0000356,8805584222105 ,라벨리 라보떼 쿠크앤크림,라벨리 라보떼 쿠크앤크림,"2,000","2,000", - 
상품,B0000402,8801118255373 ,라베스트 치즈케이크콘,라베스트 치즈케이크콘,"2,000","2,000", - 
상품,B0000403,8801118255533 ,라베스트 민트초코콘,라베스트 민트초코콘,"2,000","2,000", - 
상품,B0000404,8801118255564 ,라베스트 민트초코바,라베스트 민트초코바,"2,000","2,000", - 
상품,B0000405,8801118255168 ,라베스트 쿠키크림치즈바,라베스트 쿠키크림치즈바,"2,000","2,000", - 
상품,B0000406,8801118255175 ,라베스트 벨기에초코바,라베스트 벨기에초코바,"2,000","2,000", - 
상품,B0000415,8805584224079 ,라밸라 팥빙수,라밸라 팥빙수,"2,000","2,000", - 
상품,B0000424,8801104664660 ,투게더미니어처,투게더미니어처,"2,000","2,500",500
상품,B0000436,8801062890842 ,미니멜츠 멜론앤소다,미니멜츠 멜론앤소다,"2,000","2,000", - 
상품,B0000440,8801104663199 ,끌레도르 크림치즈 딸기,끌레도르 크림치즈 딸기,"2,000","2,000", - 
상품,B0000459,8801104663175 ,끌레도르끼리블루베리,끌레도르끼리블루베리,"2,000","2,000", - 
상품,B0000522,8801062891498 ,허쉬크런치아몬드콘,허쉬크런치아몬드콘,"2,000","2,000", - 
상품,B0000526,8801062475803 ,슬로우멜츠 후레쉬딸기,슬로우멜츠 후레쉬딸기,"2,000","2,000", - 
상품,B0000614,8805584224352 ,라벨리 팥빙수,라벨리 팥빙수,"2,000","2,000", - 
상품,B0000635,8809566870148 ,커피아메리카노,커피아메리카노,"2,000","2,000", - 
상품,B0000652,8809490180115 ,허쉬쵸코콘,허쉬쵸코콘,"2,000","2,000", - 
상품,B0000653,8809490180047 ,허쉬쿠키콘,허쉬쿠키콘,"2,000","2,000", - 
상품,B0000944,8801062875627 ,본젤라또 망고바,본젤라또 망고바,"2,000","2,000", - 
상품,B0000959,8801118256851 ,떠먹는 돼지바 파르페,떠먹는 돼지바 파르페,"2,000","2,000", - 
상품,B0000966,8801062874729 ,색고드름,색고드름,"2,000","2,000", - 
상품,B0000108,8801104301671 ,끌레도르 초코브라우니 콘,끌레도르 초코브라우니 콘,"2,500","2,500", - 
상품,B0000174,8801104301695 ,끌레도르콘 솔티드카라멜,끌레도르콘 솔티드카라멜,"2,500","2,500", - 
상품,B0000188,8801104300476 ,끌레도르 파르페초코,끌레도르 파르페초코,"2,500","2,500", - 
상품,B0000208,8801062002214 ,수박아이스홈,수박아이스홈,"2,500","2,500", - 
상품,B0000209,8801062004003 ,스크류홈,스크류홈,"2,500","2,500", - 
상품,B0000210,8801062002221 ,죠스홈,죠스홈,"2,500","2,500", - 
상품,B0000211,8801104304689 ,끌레도르와플콘,끌레도르와플콘,"2,500","2,500", - 
상품,B0000226,8801104177023 ,끌레도르와플콘 밀크초코,끌레도르와플콘 밀크초코,"2,500","2,500", - 
상품,B0000286,8801104174008 ,끌레도르쿠앤크콘,끌레도르쿠앤크콘,"2,500","2,500", - 
상품,B0000409,8801118253140 ,라베스트티라미수컵,라베스트티라미수컵,"2,500","2,500", - 
상품,B0000484,8801104665797 ,끌레도르 흑당밀크티,끌레도르 흑당밀크티,"2,500","2,500", - 
상품,B0000485,8801104304795 ,끌레도르 초코퐁당콘,끌레도르 초코퐁당콘,"2,500","2,500", - 
상품,B0000486,8801104174060 ,끌레도르 망고치즈콘,끌레도르 망고치즈콘,"2,500","2,500", - 
상품,B0000651,8805584224369 ,흑당밀크티,흑당밀크티,"2,500","2,500", - 
상품,B0000967,8801104669818 ,끌레도르 파르페 체리 블라썸,끌레도르 파르페 체리 블라썸,"2,500","2,500", - 
상품,B0000198,8801062004188 ,나뚜루 딸기초콜릿바,나뚜루 딸기초콜릿바,"3,000","3,000", - 
상품,B0000199,8801062004171 ,나뚜루 바닐라아몬드바,나뚜루 바닐라아몬드바,"3,000","3,000", - 
상품,B0000200,8801062004164 ,나뚜루 녹차초콜릿바,나뚜루 녹차초콜릿바,"3,000","3,000", - 
상품,B0000201,8801062004201 ,나뚜루녹차컵,나뚜루녹차컵,"3,000","3,000", - 
