메뉴별 매출현황,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
메뉴코드,바코드번호,메뉴명,분류명,거래건수,매출금액,할인금액,판매건수,실매출,부가세,순매출,객단가,판매수량,판매옵션수량,구성비(%)
B0000804,8809027555287 ,크리미 카라멜팝콘,젤리,12,18000,0,12,18000,1637,16363,1500,12,0,0.05%
B0000809,8809442490026 ,촉촉한 고구마,젤리,15,18000,0,15,18000,1635,16365,1200,15,0,0.05%
B0000830,8809214408716 ,미니벨,젤리,26,18000,0,26,18000,1644,16356,600,30,0,0.05%
B0000882,4001686381328 ,하리보 그레이프프루트,젤리,12,18000,0,12,18000,1640,16360,1500,12,0,0.05%
B0000888,8801725000540 ,서주 허쉬 민트웨하스,젤리,10,18000,0,10,18000,1640,16360,1800,10,0,0.05%
B0000891,4895138305204 ,팝핑캔디 복숭아맛,젤리,12,18000,0,12,18000,1633,16367,1500,12,0,0.05%
B0000907,4001686340264 ,하리보 스위트 사우어 베어스,젤리,6,18000,0,6,18000,1638,16362,3000,6,0,0.05%
B0000911,8801118256585 ,빠삐코 딸기,상품,22,17500,0,22,17500,1587,15913,500,35,0,0.05%
B0000728,8801062898862 ,젤리셔스 구미당기는구미,롯데과자,15,17000,0,15,17000,1547,15453,1000,17,0,0.05%
B0000935,8805856103866 ,참깨스틱,젤리,8,17000,0,8,17000,1549,15451,1700,10,0,0.05%
B0000786,8809009520241 ,소라형스낵,젤리,14,16800,0,14,16800,1528,15272,1200,14,0,0.05%
B0000866,8801062634415 ,빈츠,롯데과자,7,16800,0,7,16800,1527,15273,2400,7,0,0.05%
B0000875,8801133003096 ,머거본 허니버터아몬드,젤리,13,16800,0,13,16800,1529,15271,1200,14,0,0.05%
B0000579,8809713220635 , 젤루조아 청포도,상품,23,16500,0,23,16500,1500,15000,500,33,0,0.05%
B0000689,6925425473281 ,트롤리  피자젤리,젤리,26,16500,0,26,16500,1497,15003,500,33,0,0.05%
B0000713,8801062880904 ,치토스 후라이드&양념치킨맛,롯데과자,10,16500,0,10,16500,1503,14997,1500,11,0,0.05%
B0000767,8436036182861 ,트롤리 샤크 100g,젤리,11,16500,0,11,16500,1497,15003,1500,11,0,0.05%
B0000777,8805766600011 ,고추 양념포,젤리,21,16500,0,21,16500,1497,15003,500,33,0,0.05%
B0000862,8801062879809 ,크런키 카스볼,롯데과자,9,16500,0,9,16500,1499,15001,1500,11,0,0.05%
B0000880,7622300761349 ,미니오레오 바닐라,젤리,9,16500,0,9,16500,1499,15001,1500,11,0,0.05%
B0000881,8809027555270 ,커널스 슈퍼믹스 팝콘,젤리,10,16500,0,10,16500,1498,15002,1500,11,0,0.05%
B0000905,6936756226118 ,4D 블록젤리 64g,젤리,10,16500,0,10,16500,1497,15003,1500,11,0,0.05%
B0000946,8801206002544 ,왕모히또,상품,25,16500,0,25,16500,1493,15007,500,33,0,0.05%
B0000783,8801906165082 ,짱이야,젤리,17,16200,0,17,16200,1480,14720,900,18,0,0.05%
B0000841,8436556394850 ,트롤리 타란튤라구미 100g,젤리,9,16200,0,9,16200,1476,14724,1800,9,0,0.05%
B0000729,8801062007950 ,젤리셔스 청포도젤리,롯데과자,10,16000,0,10,16000,1455,14545,1000,16,0,0.04%
B0000784,8803718102668 ,초코칩쿠키 80g,젤리,14,16000,0,14,16000,1456,14544,1000,16,0,0.04%
B0000860,8801062334971 ,조약돌캔디,롯데과자,14,16000,0,14,16000,1458,14542,1000,16,0,0.04%
B0000874,8809554540138 ,두툼 조미오징어,젤리,4,16000,0,4,16000,1456,14544,4000,4,0,0.04%
B0000897,8801104668897 ,쿠앤크 피스타치오바,상품,25,16000,0,25,16000,1454,14546,400,40,0,0.04%
B0000960,8801104671453 ,빵또아 슈팅스타,상품,12,16000,0,12,16000,1456,14544,1000,16,0,0.04%
B0000733,8801062006212 ,가나 에어라이트 밀크헤이즐넛,롯데과자,9,15600,0,9,15600,1422,14178,1200,13,0,0.04%
B0000887,8809256672489 ,짱구 라즈&블랙베리,젤리,12,15600,0,12,15600,1417,14183,1300,12,0,0.04%
B0000903,8693323205102 ,스위토 멀티칼라스틱 80g,젤리,7,15600,0,7,15600,1417,14183,1300,12,0,0.04%
B0000955,8801118256578 ,돼지바 핑크,상품,24,15600,0,24,15600,1416,14184,400,39,0,0.04%
B0000379,8801104664271 ,슈퍼콘딸기,상품,17,15200,0,17,15200,1385,13815,800,19,0,0.04%
B0000730,8801062336579 ,젤리셔스 수박바젤리,롯데과자,13,15000,0,13,15000,1366,13634,1000,15,0,0.04%
B0000816,8809260942974 ,삼진 초코프레첼,젤리,10,15000,0,10,15000,1362,13638,1500,10,0,0.04%
B0000921,8809256673110 ,짱구 빈모양젤리,젤리,9,15000,0,9,15000,1361,13639,1500,10,0,0.04%
B0000856,8801062335336 ,쬰쬬니 콜라,롯데과자,23,14500,0,23,14500,1314,13186,500,29,0,0.04%
B0000878,8801151105130 ,뻥이요,젤리,22,14500,0,22,14500,1314,13186,500,29,0,0.04%
B0000919,8801104670920 ,졸음사냥,상품,22,14500,0,22,14500,1313,13187,500,29,0,0.04%
B0000738,8801062636846 ,가나 밀크,롯데과자,7,14000,0,7,14000,1277,12723,2000,7,0,0.04%
B0000745,8809098727170 ,꼬꼬스낵,젤리,25,14000,0,25,14000,1264,12736,500,28,0,0.04%
B0000871,8809713221007 ,듀엣 초코바나나,상품,23,14000,0,23,14000,1272,12728,400,35,0,0.04%
B0000923,8802896004665 ,한입 사각어포 와사비맛,젤리,7,14000,0,7,14000,1273,12727,2000,7,0,0.04%
B0000794,8804973304835 ,이클립스 피치,젤리,5,13800,0,5,13800,1256,12544,2300,6,0,0.04%
B0000847,7622210695802 ,미니 오레오 딸기맛크림,젤리,34,13800,0,34,13800,1254,12546,300,46,0,0.04%
B0000512,8801062413133 ,바요바,상품,22,13600,0,22,13600,1238,12362,400,34,0,0.04%
B0000844,5996379377360 ,하리보 웜즈 100g,젤리,9,13500,0,9,13500,1225,12275,1500,9,0,0.04%
B0000851,8809355828008 ,신비아파트 드로잉캔디,젤리,6,13500,0,6,13500,1227,12273,1500,9,0,0.04%
B0000929,8801133090799 ,달콤한 직화육포,젤리,8,13500,0,8,13500,1225,12275,1500,9,0,0.04%
B0000792,8809009520234 ,봉봉스낵,젤리,11,13200,0,11,13200,1200,12000,1200,11,0,0.04%
B0000956,8801206002575 ,쑥이랑 떡이랑 바,상품,23,13200,0,23,13200,1196,12004,400,33,0,0.04%
B0000953,8801062872886 ,와 포도,상품,12,13000,0,12,13000,1183,11817,1000,13,0,0.04%
B0000904,41420045691 ,네슬레너즈 로프 레인보우26g,젤리,6,12600,0,6,12600,1147,11453,1800,7,0,0.04%
B0000725,8801062009527 ,청포도 캔디,롯데과자,5,12500,0,5,12500,1140,11360,2500,5,0,0.03%
B0000727,8801062013456 ,스카치캔디 세가지맛,롯데과자,5,12500,0,5,12500,1135,11365,2500,5,0,0.03%
B0000818,8809208062511 ,새콤짱 사과,젤리,24,12500,0,24,12500,1131,11369,500,25,0,0.03%
B0000855,8801062335350 ,쫀쬬니 청포도,롯데과자,21,12500,0,21,12500,1135,11365,500,25,0,0.03%
B0000732,8801062888627 ,젤리셔스 시트러스과일맛,롯데과자,11,12000,0,11,12000,1092,10908,1000,12,0,0.03%
B0000761,9557240204053 ,피시스낵 스파이스맛,젤리,18,12000,0,18,12000,1086,10914,500,24,0,0.03%
B0000762,9557240215059 ,피시스낵 바비큐향,젤리,15,12000,0,15,12000,1089,10911,500,24,0,0.03%
B0000819,8801206001912 ,빵빵덕 레몬젤리,젤리,8,12000,0,8,12000,1088,10912,1500,8,0,0.03%
B0000845,8690146134497 ,베베토 더블조이젤리 75g,젤리,12,12000,0,12,12000,1094,10906,1000,12,0,0.03%
B0000853,6907938051064 ,초코랑쿠키랑,젤리,26,12000,0,26,12000,1089,10911,300,40,0,0.03%
B0000890,8801077285800 ,진주 천하장사,젤리,9,12000,0,9,12000,1093,10907,800,15,0,0.03%
B0000900,8809415660180 ,초코랑 쿠키랑,젤리,22,12000,0,22,12000,1090,10910,300,40,0,0.03%
B0000928,8809359461843 ,타우린 숯불 오징어,젤리,3,12000,0,3,12000,1092,10908,4000,3,0,0.03%
B0000757,8681042330557 ,러쉬 에스프레소 쿠키,젤리,21,11500,0,21,11500,1041,10459,500,23,0,0.03%
B0000867,8801062877959 ,빼빼로바,상품,15,11400,0,15,11400,1041,10359,600,19,0,0.03%
B0000889,8809248771558 ,짜먹고 그려먹고,젤리,18,11400,0,18,11400,1044,10356,600,19,0,0.03%
B0000948,8801104670814 ,아이스케키 사과,상품,17,11200,0,17,11200,1015,10185,400,28,0,0.03%
B0000674,8412147029073 ,제이크멀티 계란후라이 젤리,젤리,10,11000,0,10,11000,1000,10000,1000,11,0,0.03%
B0000295,8801118253959 ,밀키스바,상품,21,10800,0,21,10800,985,9815,400,27,0,0.03%
B0000885,8809605750257 ,싱싱 참한입 인절미,젤리,9,10800,0,9,10800,983,9817,1200,9,0,0.03%
B0000886,4945295002727 ,오성 와플쿠키,젤리,9,10800,0,9,10800,981,9819,1200,9,0,0.03%
B0000857,8801062335701 ,블링블링 보석캔디,롯데과자,12,10400,0,12,10400,948,9452,800,13,0,0.03%
B0000781,8803747116582 ,츄파춥스 사워벨트 (3입),젤리,10,10000,0,10,10000,910,9090,1000,10,0,0.03%
B0000846,8809420331440 ,8종야채 미니크래커 80g,젤리,8,10000,0,8,10000,911,9089,1000,10,0,0.03%
B0000877,8437000482048 ,트롤리 애플링스,젤리,5,10000,0,5,10000,910,9090,2000,5,0,0.03%
B0000940,8801118256639 ,델몬트 토마토 & 애플,상품,16,10000,0,16,10000,908,9092,400,25,0,0.03%
B0000944,8801062875627 ,본젤라또 망고바,상품,4,10000,0,4,10000,908,9092,2000,5,0,0.03%
B0000876,8801133003089 ,머거본 와사비맛아몬드,젤리,7,9600,0,7,9600,873,8727,1200,8,0,0.03%
B0000826,8809265640295 ,꼬미볼 소다향,젤리,16,9500,0,16,9500,861,8639,500,19,0,0.03%
B0000892,6920310803617 ,빙글빙글 뽀로로랜드,젤리,3,9000,0,3,9000,819,8181,3000,3,0,0.03%
B0000678,9555319109940 ,위니 스위트포테이토 크리스프 15g,젤리,37,11200,0,33,8800,804,7996,200,44,0,0.02%
B0000734,8801062888344 ,가나 에어라이트 다크브라우닝,롯데과자,5,8400,0,5,8400,765,7635,1200,7,0,0.02%
B0000829,8809376000230 ,퍼지바 초코맛,젤리,10,8400,0,10,8400,765,7635,400,21,0,0.02%
B0000949,8801104670852 ,아이스케키 딸기맛하드,상품,17,8400,0,17,8400,764,7636,400,21,0,0.02%
B0000827,8809265640448 ,빅쪼니 소다,젤리,16,8100,0,16,8100,739,7361,300,27,0,0.02%
B0000691,8804973304828 ,이클립스 스피어민트,젤리,4,8000,0,4,8000,730,7270,2000,4,0,0.02%
B0000731,8801062002542 ,젤리셔스 죠스바젤리,롯데과자,8,8000,0,8,8000,728,7272,1000,8,0,0.02%
B0000737,8801062636822 ,가나 마일드,롯데과자,4,8000,0,4,8000,728,7272,2000,4,0,0.02%
B0000908,6942971510598 ,마스크모양 마시멜로 100g,젤리,4,8000,0,4,8000,728,7272,2000,4,0,0.02%
B0000922,8809004643389 ,거봉젤리,젤리,2,8000,0,2,8000,727,7273,4000,2,0,0.02%
B0000931,9556291801426 ,타타와 사과잼 쿠키,젤리,8,8000,0,8,8000,728,7272,1000,8,0,0.02%
B0000950,8801104670838 ,아이스케키 레몬맛하드,상품,16,8000,0,16,8000,723,7277,400,20,0,0.02%
B0000952,8801062876808 ,초키초키 쿠앤크,상품,10,8000,0,10,8000,725,7275,500,16,0,0.02%
B0000779,8809554540091 ,구운 양태군,젤리,5,7800,0,5,7800,708,7092,1300,6,0,0.02%
B0000828,8809376000292 ,퍼지바 모카맛,젤리,13,7600,0,13,7600,689,6911,400,19,0,0.02%
B0000694,4003084319446 ,트롤리 플레이 마우스,젤리,5,7500,0,5,7500,683,6817,1500,5,0,0.02%
B0000926,8801725000595 ,서주 밀크 웨하스,젤리,5,7500,0,5,7500,680,6820,1500,5,0,0.02%
B0000428,8801104664486 ,슈퍼콘민트초코,상품,6,7200,0,6,7200,655,6545,800,9,0,0.02%
B0000801,8801144000053 ,다담 마늘바게뜨,젤리,6,7200,0,6,7200,654,6546,1200,6,0,0.02%
B0000773,6947125500067 ,찍자캔디,젤리,13,6800,0,13,6800,618,6182,200,34,0,0.02%
B0000688,8996001350584 ,칼 치즈 웨이퍼,젤리,11,6600,0,11,6600,605,5995,600,11,0,0.02%
B0000676,8809355827551 ,시크릿쥬쥬 LED불빛반지 10g,젤리,3,6000,0,3,6000,545,5455,1500,4,0,0.02%
B0000692,8804973304811 ,이클립스 페퍼민트,젤리,3,6000,0,3,6000,546,5454,2000,3,0,0.02%
B0000835,8809376000261 ,퍼지바 밀크맛,젤리,6,6000,0,6,6000,545,5455,400,15,0,0.02%
B0000836,8801906163293 ,두부과자,젤리,4,6000,0,4,6000,545,5455,1200,5,0,0.02%
B0000927,8801725000601 ,서주 딸기 웨하스,젤리,4,6000,0,4,6000,544,5456,1500,4,0,0.02%
B0000925,8809355828480 ,치즈범벅 웨이퍼롤,젤리,5,5500,0,5,5500,500,5000,1100,5,0,0.02%
B0000893,8935001714361 ,츄파춥스 사우어바이트 24g,젤리,9,5400,0,9,5400,494,4906,600,9,0,0.02%
B0000932,8809069306953 ,Dole 올라이트바 크랜베리,젤리,8,5200,0,8,5200,472,4728,400,13,0,0.01%
B0000934,8802896000025 ,월드컵 맛기차콘,젤리,8,5100,0,8,5100,464,4636,300,17,0,0.01%
B0000699,8801056049881 ,생수(아이시스),젤리,3,5000,0,3,5000,455,4545,1000,5,0,0.01%
B0000933,8691720011463 ,프리첼 크래커,젤리,4,4800,0,4,4800,436,4364,1200,4,0,0.01%
B0000961,8801104671026 ,요맘때 슈팅스타,상품,5,4800,0,5,4800,436,4364,800,6,0,0.01%
B0000616,8801104666084 ,투게더 흑임자,상품,1,4500,0,1,4500,409,4091,4500,1,0,0.01%
B0000686,4000512008903 ,트롤리 XXL 버거,젤리,3,4500,0,3,4500,409,4091,1500,3,0,0.01%
B0000906,5996379477787 ,하리보 러브하트80g,젤리,3,4500,0,3,4500,409,4091,1500,3,0,0.01%
B0000850,8692806031474 ,파라다이스 퍼니페이스,젤리,11,4200,0,11,4200,379,3821,300,14,0,0.01%
B0000894,8935001714545 ,츄파춥스 미니튜브 24g,젤리,5,4200,0,5,4200,384,3816,600,7,0,0.01%
B0000770,9555030107430 ,도라에몽 롤리팝,젤리,8,4000,0,8,4000,361,3639,500,8,0,0.01%
B0000690,8413178332330 ,다이노젤리,젤리,4,3000,0,4,3000,273,2727,500,6,0,0.01%
B0000696,4001686405154 ,하리보 프리마베라,젤리,2,3000,0,2,3000,272,2728,1500,2,0,0.01%
B0000936,8809420331402 ,치즈&버터 미니스틱,젤리,6,3000,0,6,3000,270,2730,500,6,0,0.01%
B0000962,8801104670760 ,멘붕어싸만코,상품,3,3000,0,3,3000,273,2727,1000,3,0,0.01%
B0000687,8802280004080 ,브이콘,젤리,3,2100,0,3,2100,192,1908,700,3,0,0.01%
B0000884,8804508145193 ,통밀말이,젤리,2,2000,0,2,2000,182,1818,1000,2,0,0.01%
B0000963,8801062873593 ,빙빙 인절미맛,,3,2000,0,3,2000,181,1819,400,5,0,0.01%
B0000695,4001686332191 ,하리보 스머프,젤리,2,1600,0,2,1600,146,1454,800,2,0,0.00%
B0000680,8809406850675 ,선라이트사과,젤리,1,1500,0,1,1500,136,1364,500,3,0,0.00%
B0000682,8809406850682 ,선라이트복숭아,젤리,2,1000,0,2,1000,91,909,500,2,0,0.00%
B0000683,4001686372586 ,메가룰렛젤리,젤리,2,1000,0,2,1000,92,908,500,2,0,0.00%
B0000964,8801062874491 ,스피아 민트바,상품,2,800,0,2,800,72,728,400,2,0,0.00%
B0000681,8809406850699 ,선라이트복숭아,젤리,1,500,0,1,500,45,455,500,1,0,0.00%
B0000001,88020785 ,테스트,상품,4,135000,0,0,0,0,0,0,0,0,0.00%
B0000654,88017174 ,테스특,상품,6,119000,0,0,0,0,0,0,0,0,0.00%
B0000655,8852756505160 ,테수트,상품,4,10000,0,0,0,0,0,0,0,0,0.00%
B0000656,8808739000153 ,테스트,상품,2,2000,0,0,0,0,0,0,0,0,0.00%
B0000657,8808739000108 ,테스토,상품,4,4000,0,0,0,0,0,0,0,0,0.00%
B0000658,8801094013004 ,콜라,상품,4,4000,0,0,0,0,0,0,0,0,0.00%
B0000011,8801104123198 ,쿠앤크바,상품,3,9600,0,3,9600,872,8728,400,24,0,5.83%
B0000062,8801062002504 ,롯데일품팥빙수,상품,2,7500,0,2,7500,681,6819,1500,5,0,4.56%
B0000142,8801104163057 ,엑셀런트,상품,1,6000,0,1,6000,545,5455,6000,1,0,3.65%
B0000572,8809713220093 ,2500 아이스가이피치OP093628,상품,2,6000,0,2,6000,545,5455,1500,4,0,3.65%
B0000703,,마카롱,이용안내,2,6000,0,2,6000,546,5454,2000,3,0,3.65%
B0000047,8801062422517 ,월드콘,상품,3,5600,0,3,5600,508,5092,800,7,0,3.40%
B0000088,8801062417254 ,셀렉션,상품,1,5500,0,1,5500,500,5000,5500,1,0,3.34%
B0000122,8801062453672 ,티코,상품,1,5500,0,1,5500,500,5000,5500,1,0,3.34%
B0000437,8801104142373 ,투게더,상품,1,5500,0,1,5500,500,5000,5500,1,0,3.34%
B0000301,8801118255083 ,구구크러스터홈 벨기에초코,상품,1,4500,0,1,4500,409,4091,4500,1,0,2.73%
B0000343,8801104307888 ,투게더 프로즌요거트,상품,1,4500,0,1,4500,409,4091,4500,1,0,2.73%
B0000042,8801062442898 ,설레임 밀크,상품,3,4000,0,3,4000,364,3636,800,5,0,2.43%
B0000114,8801062435951 ,와,상품,3,4000,0,3,4000,364,3636,1000,4,0,2.43%
B0000957,8801104123280 ,메로나,상품,4,4000,0,4,4000,363,3637,400,10,0,2.43%
B0000434,8801104301169 ,엔쵸초코,상품,3,3600,0,3,3600,329,3271,600,6,0,2.19%
B0000446,8801062442911 ,설레임커피,상품,1,3200,0,1,3200,291,2909,800,4,0,1.94%
B0000267,8801104306928 ,떡붕어싸만코,상품,2,3000,0,2,3000,273,2727,1000,3,0,1.82%
B0000271,8801104307048 ,부드러운빵또와,상품,2,3000,0,2,3000,273,2727,1000,3,0,1.82%
B0000660,8809592640371 ,아이스쿨 포도,상품,2,3000,0,2,3000,272,2728,1500,2,0,1.82%
B0000705,8801062880454 ,가나 아이스바,상품,1,3000,0,1,3000,273,2727,600,5,0,1.82%
B0000711,8801062521449 ,롯데샌드 파인애플,롯데과자,2,3000,0,2,3000,272,2728,1500,2,0,1.82%
B0000839,8997004301429 ,오이시 스펀지 크런치,젤리,1,2500,0,1,2500,227,2273,2500,1,0,1.52%
B0000052,8801118251221 ,구구콘,상품,1,2400,0,1,2400,218,2182,800,3,0,1.46%
B0000170,8801104123679 ,메로나바나나,상품,4,2400,0,4,2400,218,2182,400,6,0,1.46%
B0000945,8809713220123 ,누가바,상품,3,2400,0,3,2400,217,2183,400,6,0,1.46%
B0000127,8801062475797 ,미니멜츠 캔디,상품,1,2000,0,1,2000,182,1818,2000,1,0,1.22%
B0000574,8809713220598 ,1000 폴라포 피치 084035,상품,1,2000,0,1,2000,182,1818,500,4,0,1.22%
B0000943,8801062876150 ,더블비얀코  베리&베리,상품,2,2000,0,2,2000,182,1818,1000,2,0,1.22%
B0000269,8801118255014 ,구구바,상품,2,1800,0,2,1800,163,1637,600,3,0,1.09%
B0000003,8801104123181 ,비비빅,상품,1,1600,0,1,1600,145,1455,400,4,0,0.97%
B0000056,8801118251313 ,빵빠레초코,상품,2,1600,0,2,1600,146,1454,800,2,0,0.97%
B0000510,8801062417155 ,누크바,상품,2,1600,0,2,1600,145,1455,400,4,0,0.97%
B0000812,8801062878406 ,월드콘 쿠키앤크림,상품,2,1600,0,2,1600,146,1454,800,2,0,0.97%
B0000918,8801118256592 ,빵빠레 딸기,상품,2,1600,0,2,1600,146,1454,800,2,0,0.97%
B0000714,8801062380015 ,치토스 매콤달콤한맛,롯데과자,1,1500,0,1,1500,137,1363,1500,1,0,0.91%
B0000864,8801062381814 ,도리토스 나쵸치즈맛,롯데과자,1,1500,0,1,1500,136,1364,1500,1,0,0.91%
B0000951,8801062012732 ,빼빼로 화이트쿠키,롯데과자,1,1500,0,1,1500,137,1363,1500,1,0,0.91%
B0000022,8801062417018 ,스크류바,상품,1,1200,0,1,1200,109,1091,400,3,0,0.73%
B0000026,8801062417599 ,앙꼬바,상품,1,1200,0,1,1200,110,1090,400,3,0,0.73%
B0000315,8801118255250 ,델몬트망고바,상품,1,1200,0,1,1200,109,1091,400,3,0,0.73%
B0000368,8801118255229 ,별난바,상품,1,1200,0,1,1200,109,1091,400,3,0,0.73%
B0000463,8801206002032 ,초코쿠키바,상품,1,1200,0,1,1200,109,1091,400,3,0,0.73%
B0000587,8809713220710 ,800 쌍쌍바 포도 083058,상품,1,1200,0,1,1200,109,1091,400,3,0,0.73%
B0000592,8809713220765 ,800 부라보바 피스타치오 084055,상품,1,1200,0,1,1200,109,1091,400,3,0,0.73%
B0000768,4807770190162 ,키드오 버터맛,젤리,1,1200,0,1,1200,109,1091,1200,1,0,0.73%
B0000898,8801062016655 ,스크류바 피치,상품,2,1200,0,2,1200,109,1091,400,3,0,0.73%
B0000213,8801062436064 ,잇츠와플바닐라,상품,1,1000,0,1,1000,91,909,1000,1,0,0.61%
B0000451,8801062623488 ,더블비얀코,상품,1,1000,0,1,1000,91,909,1000,1,0,0.61%
B0000478,8801118256080 ,빵빠레샌드,상품,1,1000,0,1,1000,91,909,1000,1,0,0.61%
B0000704,,지구젤리,젤리,1,1000,0,1,1000,91,909,1000,1,0,0.61%
B0000870,8801104668873 ,흑임자 붕어싸만코,상품,1,1000,0,1,1000,91,909,1000,1,0,0.61%
B0000960,8801104671453 ,빵또아 슈팅스타,상품,1,1000,0,1,1000,91,909,1000,1,0,0.61%
B0000962,8801104670760 ,멘붕어싸만코,상품,1,1000,0,1,1000,91,909,1000,1,0,0.61%
B0000014,8801118251573 ,와삭바,상품,1,800,0,1,800,73,727,400,2,0,0.49%
B0000016,8801062417056 ,죠스바,상품,1,800,0,1,800,73,727,400,2,0,0.49%
B0000021,8801062416950 ,빙빙바,상품,2,800,0,2,800,75,725,400,2,0,0.49%
B0000057,8801118251306 ,빵빠레 바닐라,상품,1,800,0,1,800,73,727,800,1,0,0.49%
B0000132,8801062417117 ,수박바,상품,1,800,0,1,800,73,727,400,2,0,0.49%
B0000278,8801104123808 ,메로나망고,상품,1,800,0,1,800,73,727,400,2,0,0.49%
B0000472,8809713220031 ,쌍쌍바,상품,1,800,0,1,800,73,727,400,2,0,0.49%
B0000492,8809713220307 ,녹차마루바,상품,1,800,0,1,800,73,727,400,2,0,0.49%
B0000530,8809713220079 ,호두마루바,상품,1,800,0,1,800,73,727,400,2,0,0.49%
B0000590,8809713220741 ,800 부라보바 화이트바닐라 083050,상품,2,800,0,2,800,72,728,400,2,0,0.49%
B0000963,8801062873593 ,빙빙 인절미맛,,1,800,0,1,800,73,727,400,2,0,0.49%
B0000661,8801062881376 ,스크류주물러,상품,1,600,0,1,600,55,545,600,1,0,0.36%
B0000847,7622210695802 ,미니 오레오 딸기맛크림,젤리,1,600,0,1,600,55,545,300,2,0,0.36%
B0000093,8801118250996 ,빠삐코 초코,상품,1,500,0,1,500,45,455,500,1,0,0.30%
B0000094,8801104111355 ,뽕따소다,상품,1,500,0,1,500,45,455,500,1,0,0.30%
B0000290,8801104307444 ,메로나튜브,상품,1,500,0,1,500,45,455,500,1,0,0.30%
B0000939,8809713220390 ,탱크보이,상품,1,500,0,1,500,45,455,500,1,0,0.30%
B0000013,8801104123204 ,요맘때 딸기,상품,1,400,0,1,400,36,364,400,1,0,0.24%
B0000015,8801104123167 ,까페오레,상품,1,400,0,1,400,36,364,400,1,0,0.24%
B0000019,8801062417339 ,순수밀크,상품,1,400,0,1,400,36,364,400,1,0,0.24%
B0000032,8801118253386 ,인절미바,상품,1,400,0,1,400,36,364,400,1,0,0.24%
B0000126,8801104123839 ,요맘때 플레인바,상품,1,400,0,1,400,38,362,400,1,0,0.24%
B0000179,8801104123389 ,요맘때 복숭아,상품,1,400,0,1,400,36,364,400,1,0,0.24%
B0000352,8801206001516 ,민트리치바,상품,1,400,0,1,400,36,364,400,1,0,0.24%
B0000466,8801206002018 ,군고구마바,상품,1,400,0,1,400,36,364,400,1,0,0.24%
B0000500,8801206002070 ,리치망고스틴바,상품,1,400,0,1,400,36,364,400,1,0,0.24%
B0000916,8801062874484 ,죠스바 멜론,상품,1,400,0,1,400,36,364,400,1,0,0.24%
B0000956,8801206002575 ,쑥이랑 떡이랑 바,상품,1,400,0,1,400,36,364,400,1,0,0.24%
B0000965,8801062874507 ,쥬시후레쉬바,상품,1,400,0,1,400,36,364,400,1,0,0.24%
