분류,메뉴코드,바코드번호,관리메뉴명,메뉴명_한국어,메뉴명_영어,메뉴명_일본어,메뉴명_중국어,메뉴설명_한국어,메뉴설명_영어,메뉴설명_일본어,메뉴설명_중국어,판매가격,포장가격,아이콘표시,판매시작시간,판매종료시간,판매갯수제한,판매여부,성인인증여부,과세여부,표시시작일자,표시종료일자,판매불가요일,연동코드,매입처,야간가격
상품,B0000181,8801062412402 ,말랑카우바 바나나,말랑카우바 바나나,,,,,,,,500,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000182,8801062623631 ,월드콘 체리베리,월드콘 체리베리,,,,,,,,1000,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000183,8801062623655 ,월드콘 바나나,월드콘 바나나,,,,,,,,1000,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000184,8801062422838 ,본젤라또콘 치즈,본젤라또콘 치즈,,,,,,,,1000,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000185,8801062422753 ,본젤라또콘 초코,본젤라또콘 초코,,,,,,,,1000,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000186,8801118253973 ,라베스트 그레이프,라베스트 그레이프,,,,,,,,2000,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000187,8801062436705 ,허니버터 와플샌드,허니버터 와플샌드,,,,,,,,1000,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000188,8801104300476 ,끌레도르 파르페초코,끌레도르 파르페초코,,,,,,,,2500,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000189,8801104304832 ,순우유아이스,순우유아이스,,,,,,,,600,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000190,8801104304870 ,코코넛버블티바,코코넛버블티바,,,,,,,,600,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000191,8712100836169 ,매그넘클래식,매그넘클래식,,,,,,,,3200,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000192,8712100837890 ,매그넘아몬드바,매그넘아몬드바,,,,,,,,3200,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000193,8000920200025 ,매그넘비엔네타바닐라,매그넘비엔네타바닐라,,,,,,,,6000,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000194,8000920200087 ,매그넘비엔네타 초콜릿,매그넘비엔네타 초콜릿,,,,,,,,6000,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000195,8712566328406 ,매그넘화이트,매그넘화이트,,,,,,,,9800,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000196,8712100837975 ,매그넘 아몬드,매그넘 아몬드,,,,,,,,9800,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000197,8000920580806 ,매그넘미니,매그넘미니,,,,,,,,9800,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000198,8801062004188 ,나뚜루 딸기초콜릿바,나뚜루 딸기초콜릿바,,,,,,,,3000,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000199,8801062004171 ,나뚜루 바닐라아몬드바,나뚜루 바닐라아몬드바,,,,,,,,3000,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000200,8801062004164 ,나뚜루 녹차초콜릿바,나뚜루 녹차초콜릿바,,,,,,,,3000,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000201,8801062004201 ,나뚜루녹차컵,나뚜루녹차컵,,,,,,,,3000,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000202,8801062435197 ,찰떡아이스,찰떡아이스,,,,,,,,1000,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000203,8801062435159 ,잇츠와플통팥,잇츠와플통팥,,,,,,,,1000,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000204,8801062412426 ,심쿵코코바,심쿵코코바,,,,,,,,500,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000205,8801019507434 ,꿀호떡,꿀호떡,,,,,,,,1000,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000206,8801118253898 ,와삭와삭빙수바,와삭와삭빙수바,,,,,,,,500,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000207,8801019509445 ,홈런볼슈아이스,홈런볼슈아이스,,,,,,,,800,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000208,8801062002214 ,수박아이스홈,수박아이스홈,,,,,,,,2500,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000209,8801062004003 ,스크류홈,스크류홈,,,,,,,,2500,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000210,8801062002221 ,죠스홈,죠스홈,,,,,,,,2500,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000211,8801104304689 ,끌레도르와플콘,끌레도르와플콘,,,,,,,,2500,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000212,8801019508912 ,찰떡시모나,찰떡시모나,,,,,,,,1000,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000213,8801062436064 ,잇츠와플바닐라,잇츠와플바닐라,,,,,,,,1000,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000214,8801118253393 ,라베스트티라미수콘,라베스트티라미수콘,,,,,,,,2000,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000215,8801118253102 ,라베스트헤즐넛초코,라베스트헤즐넛초코,,,,,,,,2000,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000216,8801062002405 ,말랑카우콘,말랑카우콘,,,,,,,,1000,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000217,8801062003532 ,찰떡아이스딸기,찰떡아이스딸기,,,,,,,,1000,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000218,8801019510106 ,리틀텐,리틀텐,,,,,,,,5000,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000219,8801062436729 ,칙촉샌드아이스,칙촉샌드아이스,,,,,,,,1000,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000220,8801062002092 ,요하이콘,요하이콘,,,,,,,,1000,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000221,8801062418497 ,본젤라또 블랙쿠키,본젤라또 블랙쿠키,,,,,,,,800,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000222,8801019513015 ,폭신폭신솜사탕,폭신폭신솜사탕,,,,,,,,500,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000223,8801019511103 ,바밤바샌드,바밤바샌드,,,,,,,,1000,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000224,8801104142380 ,투게더 밀크딸기,투게더 밀크딸기,,,,,,,,5000,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000225,8801104305136 ,붕어싸만코 녹차,붕어싸만코 녹차,,,,,,,,1000,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000226,8801104177023 ,끌레도르와플콘 밀크초코,끌레도르와플콘 밀크초코,,,,,,,,2500,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000227,8801062422456 ,더블비얀코 초코,더블비얀코 초코,,,,,,,,1000,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000228,8801104305327 ,요맘때콘 백도,요맘때콘 백도,,,,,,,,1000,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000229,8801062002924 ,구슬아이스쿠앤크,구슬아이스쿠앤크,,,,,,,,2000,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000230,8801206730423 ,딸기요거트바,딸기요거트바,,,,,,,,500,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000231,8801019513787 ,누가바초코,누가바초코,,,,,,,,600,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000232,8801019513817 ,바밤바라떼,바밤바라떼,,,,,,,,600,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000233,8801019513350 ,블루베리바,블루베리바,,,,,,,,600,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000234,8801062007585 ,부드러운수박바,부드러운수박바,,,,,,,,500,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000235,8801062007356 ,허쉬초코모나카,허쉬초코모나카,,,,,,,,1500,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000236,8801019514272 ,캠벨그레이프,캠벨그레이프,,,,,,,,4000,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000237,8801206000892 ,셰프의 오후 카라멜,셰프의 오후 카라멜,,,,,,,,1500,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000238,8801206000885 ,셰프의오후 딸기,셰프의오후 딸기,,,,,,,,1500,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000239,8801104302104 ,엑셀런트 프렌치바닐라,엑셀런트 프렌치바닐라,,,,,,,,6500,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000240,8801062004263 ,나뚜르파인트 바닐라,나뚜르파인트 바닐라,,,,,,,,9000,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000241,8801062004249 ,나뚜르파인트 딸기,나뚜르파인트 딸기,,,,,,,,9000,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000242,8801062004232 ,나뚜르파인트 녹차,나뚜르파인트 녹차,,,,,,,,9000,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000243,8801019513763 ,크런치킹 쌍쌍바맛,크런치킹 쌍쌍바맛,,,,,,,,800,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000244,8801019513756 ,토피넛샌드,토피넛샌드,,,,,,,,1000,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000245,8801019514012 ,부라보바 초코,부라보바 초코,,,,,,,,500,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000246,8801019514005 ,부라보바 바닐라,부라보바 바닐라,,,,,,,,500,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000247,8809713220222 ,팽이팽이 딸기초코,팽이팽이 딸기초코,,,,,,,,6000,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000248,8801206000151 ,버터코코넛바,버터코코넛바,,,,,,,,500,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000249,8801062010257 ,옥동자콘,옥동자콘,,,,,,,,1000,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000250,8801019514135 ,부라보콘체리,부라보콘체리,,,,,,,,1000,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000251,8801104172042 ,끌레도르 에스프레소커피,끌레도르 에스프레소커피,,,,,,,,2000,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000252,8801019512926 ,백도바,백도바,,,,,,,,500,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000253,8801104306843 ,투게더,투게더,,,,,,,,6000,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000254,8801062011780 ,티코다크초코,티코다크초코,,,,,,,,6000,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000255,8801062011797 ,티코밀크초코,티코밀크초코,,,,,,,,6000,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000256,8801019514203 ,체리마루,체리마루,,,,,,,,5000,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000257,8801019514210 ,초코마루,초코마루4500,,,,,,,,5000,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000258,8801019514197 ,호두마루,호두마루4500,,,,,,,,5000,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000259,8801104163125 ,투게더 쿠앤크,투게더 쿠앤크,,,,,,,,4500,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000260,8801118252921 ,백제신라고구마바,백제신라고구마바,,,,,,,,500,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000261,8801104306638 ,엔초 코코넛프라임,엔초 코코넛프라임,,,,,,,,600,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000262,8801104306997 ,투게더 초콜렛,투게더 초콜렛,,,,,,,,5000,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000263,8801104306973 ,투게더 딸기,투게더 딸기,,,,,,,,5000,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000264,8801062011803 ,셀렉션 오버토끼,셀렉션 오버토끼,,,,,,,,6000,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000265,8712100864940 ,매그넘바 민트,매그넘바 민트,,,,,,,,3000,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000266,8712100845123 ,매그넘 더블초콜릿,매그넘 더블초콜릿,,,,,,,,9500,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000267,8801104306928 ,떡붕어싸만코,떡붕어싸만코,,,,,,,,1000,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000268,8801019514227 ,녹차마루홈,녹차마루홈,,,,,,,,5000,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000269,8801118255014 ,구구바,구구바,,,,,,,,600,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000270,8801118255069 ,리치샤베트,리치샤베트,,,,,,,,500,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000271,8801104307048 ,부드러운빵또와,부드러운빵또와,,,,,,,,1000,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000272,8801062436514 ,트로피칼 파르페,트로피칼 파르페,,,,,,,,1000,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000273,8801206001196 ,서주초코리치바,서주초코리치바,,,,,,,,500,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000274,8801104306829 ,끌레도르 크림치즈바,끌레도르 크림치즈바,,,,,,,,2000,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000275,8801118255038 ,빠삐코파우치 바닐라,빠삐코파우치 바닐라,,,,,,,,1000,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000276,8801104307154 ,비비빅 더 프라임 인절미,비비빅 더 프라임 인절미,,,,,,,,600,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000277,8801019514258 ,리틀텐 핑크퐁,리틀텐 핑크퐁,,,,,,,,4000,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000278,8801104123808 ,메로나망고,메로나망고,,,,,,,,500,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000279,8801104306805 ,엑설런트,엑설런트,,,,,,,,6500,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000280,8801062011384 ,라이트엔젤 초코,라이트엔젤 초코,,,,,,,,4800,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000281,8801062011407 ,라이트엔젤 바나나,라이트엔젤 바나나,,,,,,,,4800,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000282,8801062011391 ,라이트엔젤 녹차,라이트엔젤 녹차,,,,,,,,4800,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000283,8801104304351 ,슈퍼콘 초코,슈퍼콘 초코,,,,,,,,1000,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000284,8801104304375 ,슈퍼콘 바닐라,슈퍼콘 바닐라,,,,,,,,1000,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000285,8801104306232 ,비빙수,비빙수,,,,,,,,2000,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000286,8801104174008 ,끌레도르쿠앤크콘,끌레도르쿠앤크콘,,,,,,,,2500,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000287,8801062412457 ,허쉬초코바,허쉬초코바,,,,,,,,1500,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000288,8801019513428 ,폴라포 청사과요구르트,폴라포 청사과요구르트,,,,,,,,600,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000289,8801019509315 ,피치,피치,,,,,,,,1500,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000290,8801104307444 ,메로나튜브,메로나튜브,,,,,,,,600,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000291,8801062012367 ,가나 초코아이스,가나 초코아이스,,,,,,,,800,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000292,8801019514302 ,쌍쌍바 포도,쌍쌍바 포도,,,,,,,,500,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000293,8801019513039 ,아이스쿨딸기,아이스쿨딸기,,,,,,,,500,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000294,8801118255335 ,와삭바 콘스프,와삭바 콘스프,,,,,,,,500,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000295,8801118253959 ,밀키스바,밀키스바,,,,,,,,500,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000296,8801206001219 ,서주 블루베리바,서주 블루베리바,,,,,,,,500,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000297,8801206001202 ,서주 비타뱅크바,서주 비타뱅크바,,,,,,,,500,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000298,8801019512919 ,젤루좋아 자몽,젤루좋아 자몽,,,,,,,,600,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000299,8801104307727 ,순수u밀키 딸기우유맛,순수u밀키 딸기우유맛,,,,,,,,600,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000300,8801104307062 ,투게더 녹차초코,투게더 녹차초코,,,,,,,,5000,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000301,8801118255083 ,구구크러스터홈 벨기에초코,구구크러스터홈 벨기에초코,,,,,,,,4500,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000302,8801062011896 ,라이트앤젤 바나나컵,라이트앤젤 바나나컵,,,,,,,,1500,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000303,8801062011889 ,라이트엔젤 녹차컵미니,라이트엔젤 녹차컵미니,,,,,,,,1500,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000304,8801062011872 ,라이트엔젤 초코컵 미니,라이트엔젤 초코컵 미니,,,,,,,,1500,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000305,8801104307161 ,더위사냥 구슬아이스 블루스노우,더위사냥 구슬아이스 블루스노우,,,,,,,,800,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000306,8801104307178 ,더위사냥 구슬아이스 레인보우,더위사냥 구슬아이스 레인보우,,,,,,,,800,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000307,8801104307406 ,생귤탱큘 유자,생귤탱큘 유자,,,,,,,,500,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000308,8801104307468 ,캔디바 레몬콜라,캔디바 레몬콜라,,,,,,,,500,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000309,8801062013296 ,라이트엔젤 모카아이스,라이트엔젤 모카아이스,,,,,,,,1000,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000310,8801062013302 ,라이트엔젤 레몬아이스,라이트엔젤 레몬아이스,,,,,,,,1000,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000311,8801062443444 ,설레임오렌지망고,설레임오렌지망고,,,,,,,,1000,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000312,8801118255311 ,쭈쭈바하드 딸기,쭈쭈바하드 딸기,,,,,,,,500,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000313,8801118255328 ,쭈쭈바하드 포도,쭈쭈바하드 포도,,,,,,,,500,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000314,8801118255267 ,델몬트포도바,델몬트포도바,,,,,,,,500,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000315,8801118255250 ,델몬트망고바,델몬트망고바,,,,,,,,500,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000316,8801118255205 ,쿠키오홈,쿠키오홈,,,,,,,,5000,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000317,8801118255281 ,델몬트 수박아이스,델몬트 수박아이스,,,,,,,,800,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000318,8801019514289 ,해태 아몬드 프랄린,해태 아몬드 프랄린,,,,,,,,5000,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000319,8801104307284 ,투게더 크림치즈파인트,투게더 크림치즈파인트,,,,,,,,5000,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000320,8801104307789 ,뽕따 레드피치,뽕따 레드피치,,,,,,,,600,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000321,8801206000533 ,서주아이스주 화이트빙수,서주아이스주 화이트빙수,,,,,,,,1500,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000322,8801206000526 ,서주수박빙수,서주수박빙수,,,,,,,,1500,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000323,8801019513343 ,젤루조아 백도,젤루조아 백도,,,,,,,,600,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000324,8801019514425 ,혼자먹는 쌍쌍바,혼자먹는 쌍쌍바,,,,,,,,500,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000325,8801206730294 ,메론바,메론바,,,,,,,,500,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000326,8801206000274 ,아이스캔디초코,아이스캔디초코,,,,,,,,500,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000327,8801118255274 ,델몬트망고파우치,델몬트망고파우치,,,,,,,,1000,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000328,8801062013975 ,본젤라또 딸기바,본젤라또 딸기바,,,,,,,,600,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000329,8801062002115 ,본젤라또 앙상블,본젤라또 앙상블,,,,,,,,1500,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000330,8801019513770 ,시모나 블러드오렌지,시모나 블러드오렌지,,,,,,,,1000,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000331,8801104307918 ,쿠앤크 더프라임치즈,쿠앤크 더프라임치즈,,,,,,,,600,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000332,8801019514173 ,라이스크림,라이스크림,,,,,,,,500,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000333,8801062013203 ,미니멜츠 스크류,미니멜츠 스크류,,,,,,,,2000,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000334,8801062013210 ,미니멜츠 수박,미니멜츠 수박,,,,,,,,2000,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000335,8809713220116 ,팽이팽이,팽이팽이,,,,,,,,5500,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000336,8801118255410 ,스위트홈 우유,스위트홈 우유,,,,,,,,3500,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000337,8801062014774 ,월드콘 모카크림,월드콘 모카크림,,,,,,,,1000,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000338,8801118255076 ,구구벨기에초코 5입,구구벨기에초코 5입,,,,,,,,5000,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000339,8801104307932 ,메로나 칸탈루프,메로나 칸탈루프,,,,,,,,600,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000340,8801019514487 ,부라보바 피스타치오,부라보바 피스타치오,,,,,,,,500,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000341,8801062422272 ,허쉬콘 크런치 아몬드,허쉬콘 크런치 아몬드,,,,,,,,2000,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000342,8801062012350 ,가나소프트콘,가나소프트콘,,,,,,,,1000,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000343,8801104307888 ,투게더 프로즌요거트,투게더 프로즌요거트,,,,,,,,5000,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000344,8801104308694 ,밤붕어싸만코,밤붕어싸만코,,,,,,,,1000,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000345,8801118255212 ,그릭요거크홈,그릭요거크홈,,,,,,,,5000,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000346,8801118252181 ,그릭요거트콘,그릭요거트콘,,,,,,,,1000,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000347,8809592640098 ,서주초코블럭,서주초코블럭,,,,,,,,5000,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000348,8801019514296 ,티피,티피,,,,,,,,5000,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000349,8801118255496 ,빵빠레그릭요거트,빵빠레그릭요거트,,,,,,,,1000,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000350,8801062453658 ,조안나호두홈,조안나호두홈,,,,,,,,5500,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000351,8801019514609 ,부라보홈,부라보홈,,,,,,,,5000,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000352,8801206001516 ,민트리치바,민트리치바,,,,,,,,500,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000353,8801062013616 ,옥수수콘,옥수수콘,,,,,,,,1000,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000354,8801206001141 ,다쿠아즈샌트,다쿠아즈샌트,,,,,,,,2000,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000355,8805584222068 ,라벨리 라보떼 초코맛,라벨리 라보떼 초코맛,,,,,,,,2000,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000356,8805584222105 ,라벨리 라보떼 쿠크앤크림,라벨리 라보떼 쿠크앤크림,,,,,,,,2000,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000357,8805584111843 ,라벨리 디요거트,라벨리 디요거트,,,,,,,,1500,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
