분류,메뉴코드,바코드번호,관리메뉴명,메뉴명_한국어,메뉴명_영어,메뉴명_일본어,메뉴명_중국어,메뉴설명_한국어,메뉴설명_영어,메뉴설명_일본어,메뉴설명_중국어,판매가격,포장가격,아이콘표시,판매시작시간,판매종료시간,판매갯수제한,판매여부,성인인증여부,과세여부,표시시작일자,표시종료일자,판매불가요일,연동코드,매입처,야간가격
상품,B0000358,8805584111591 ,라벨리 영원한봄,라벨리 영원한봄,,,,,,,,1200,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000359,8805584111669 ,라벨리 드라큘라바,라벨리 드라큘라바,,,,,,,,1200,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000360,8805584111140 ,라벨리 리치몬드,라벨리 리치몬드,,,,,,,,1500,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000361,8805584111638 ,라벨리 라보떼초코바,라벨리 라보떼초코바,,,,,,,,1500,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000362,8801062016457 ,스키피콘,스키피콘,,,,,,,,1000,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000363,8801062016464 ,스피키샌드,스피키샌드,,,,,,,,1000,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000364,8801019514548 ,해태 인절미시모나,해태 인절미시모나,,,,,,,,1000,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000365,8801104663922 ,요맘때 그릭콘플레인,요맘때 그릭콘플레인,,,,,,,,1000,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000366,8801104663908 ,요맘때 그릭콘블루베리,요맘때 그릭콘블루베리,,,,,,,,1000,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000367,8801104663311 ,카페오레 파르페,카페오레 파르페,,,,,,,,1500,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000368,8801118255229 ,별난바,별난바,,,,,,,,500,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000369,8801019514678 ,연양갱바,연양갱바,,,,,,,,500,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000370,8801019514746 ,누가바 쇼콜라,누가바 쇼콜라,,,,,,,,500,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000371,8801019514685 ,아이스쿨자두,아이스쿨자두,,,,,,,,500,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000372,8801062894192 ,비얀코말랑카우,비얀코말랑카우,,,,,,,,1000,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000373,8801206001660 ,젤리쏙쏙바,젤리쏙쏙바,,,,,,,,500,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000374,8801118255656 ,빵빠레 우유소프트,빵빠레 우유소프트,,,,,,,,1000,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000375,8801118255601 ,아맛나콘,아맛나콘,,,,,,,,1000,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000376,8801118255489 ,국화빵인절미,국화빵인절미,,,,,,,,1000,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000377,8801118255557 ,국화빵통팥,국화빵통팥,,,,,,,,1000,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000378,8805584125130 ,더블팅,더블팅,,,,,,,,600,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000379,8801104664271 ,슈퍼콘딸기,슈퍼콘딸기,,,,,,,,1000,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000380,8801118255632 ,자바초코칩,자바초코칩,,,,,,,,500,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000381,8801118255663 ,델몬트복숭아,델몬트복숭아,,,,,,,,500,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000382,8801062894741 ,찰옥수수바,찰옥수수바,,,,,,,,500,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000383,8801118252570 ,그릭요거트바,그릭요거트바,,,,,,,,600,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000384,8801118255595 ,구구바딸기,구구바딸기,,,,,,,,700,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000385,8801118253683 ,그릭요거트바딸기,그릭요거트바딸기,,,,,,,,600,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000386,8801062893133 ,구미구미바딸기맛,구미구미바딸기맛,,,,,,,,500,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000387,8801104664509 ,슈팅스타트리컬러,슈팅스타트리컬러,,,,,,,,1000,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000388,8801062894437 ,위즐 치크케익,위즐 치크케익,,,,,,,,5000,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000389,8801062893195 ,인더피치바,인더피치바,,,,,,,,600,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000390,8801019514777 ,쌍쌍바피치베리,쌍쌍바피치베리,,,,,,,,500,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000391,8801019514388 ,아이스쿨청포도,아이스쿨청포도,,,,,,,,500,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000392,8801104304771 ,생큘탱귤자몽,생큘탱귤자몽,,,,,,,,500,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000393,8801019513688 ,토마토바,토마토바,,,,,,,,500,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000394,8801118253836 ,빠삐코빙수,빠삐코빙수,,,,,,,,1500,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000395,8801118253843 ,아맛나빙수,아맛나빙수,,,,,,,,1500,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000396,8801118255694 ,망고크림콘,망고크림콘,,,,,,,,1000,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000397,8801104664202 ,키위아작,키위아작,,,,,,,,500,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000398,8801019514432 ,토마토마쭈쭈바,토마토마쭈쭈바,,,,,,,,600,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000399,8801048443451 ,설레임바나나,설레임바나나,,,,,,,,1000,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000400,8801062892525 ,설레임오렌지망고,설레임오렌지망고,,,,,,,,1000,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000401,8801062623501 ,녹차의연인콘,녹차의연인콘,,,,,,,,1000,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000402,8801118255373 ,라베스트 치즈케이크콘,라베스트 치즈케이크콘,,,,,,,,2000,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000403,8801118255533 ,라베스트 민트초코콘,라베스트 민트초코콘,,,,,,,,2000,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000404,8801118255564 ,라베스트 민트초코바,라베스트 민트초코바,,,,,,,,2000,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000405,8801118255168 ,라베스트 쿠키크림치즈바,라베스트 쿠키크림치즈바,,,,,,,,2000,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000406,8801118255175 ,라베스트 벨기에초코바,라베스트 벨기에초코바,,,,,,,,2000,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000407,8801118255717 ,빠삐코바,빠삐코바,,,,,,,,500,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000408,8801104664363 ,더위사냥 레몬에이드,더위사냥 레몬에이드,,,,,,,,600,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000409,8801118253140 ,라베스트티라미수컵,라베스트티라미수컵,,,,,,,,2500,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000410,8809592640166 ,서주 휴빙수,서주 휴빙수,,,,,,,,1500,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000411,8801104664189 ,빙그레 붕바스틱,빙그레 붕바스틱,,,,,,,,500,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000412,8801062017072 ,빅티코바,빅티코바,,,,,,,,600,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000413,8801118255731 ,델몬트미니,델몬트미니,,,,,,,,4000,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000414,8801019513718 ,누가바컵,누가바컵,,,,,,,,3000,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000415,8805584224079 ,라밸라 팥빙수,라밸라 팥빙수,,,,,,,,2000,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000416,8801062014743 ,허쉬쿠키크런치바,허쉬쿠키크런치바,,,,,,,,1500,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000417,8801118255755 ,국화빵딸기,국화빵딸기,,,,,,,,1000,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000418,8801062016402 ,스키피바,스키피바,,,,,,,,600,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000419,8801104664158 ,더프라임흑임자비비빅,더프라임흑임자비비빅,,,,,,,,600,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000420,8801118255816 ,블루소다,블루소다,,,,,,,,500,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000421,8801019514357 ,탱크보이 시칠리아레몬,탱크보이 시칠리아레몬,,,,,,,,600,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000422,8801104664370 ,더위사냥칼라만시파우치,더위사냥칼라만시파우치,,,,,,,,1000,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000423,8801104664356 ,더위사냥키위슬러시파우치,더위사냥키위슬러시파우치,,,,,,,,1000,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000424,8801104664660 ,투게더미니어처,투게더미니어처,,,,,,,,2500,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000425,8801019514814 ,부라보소프트콘,부라보소프트콘,,,,,,,,1000,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000426,8801019514807 ,부라보수박콘,부라보수박콘,,,,,,,,1000,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000427,8801062892440 ,코코모카바,코코모카바,,,,,,,,600,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000428,8801104664486 ,슈퍼콘민트초코,슈퍼콘민트초코,,,,,,,,1000,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000429,8801062890958 ,모구모구 피치아이스,모구모구 피치아이스,,,,,,,,600,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000430,8801062890941 ,모구모구 리치아이스,모구모구 리치아이스,,,,,,,,600,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000431,8801206001752 ,썸머킥,썸머킥,,,,,,,,600,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000432,8801062890279 ,허쉬초코아이스,허쉬초코아이스,,,,,,,,600,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000433,8801206670194 ,더블더블,더블더블,,,,,,,,600,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000434,8801104301169 ,엔쵸초코,엔쵸초코,,,,,,,,600,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000435,8801206001523 ,솔티드 카라멜바,솔티드 카라멜바,,,,,,,,500,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000436,8801062890842 ,미니멜츠 멜론앤소다,미니멜츠 멜론앤소다,,,,,,,,2000,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000437,8801104142373 ,투게더,투게더,,,,,,,,5000,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000438,8801062890507 ,월드콘 아몬드브리톨,월드콘 아몬드브리톨,,,,,,,,1000,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000439,8801104306140 ,꽃보다인절미,꽃보다인절미,,,,,,,,1000,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000440,8801104663199 ,끌레도르 크림치즈 딸기,끌레도르 크림치즈 딸기,,,,,,,,2000,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000441,8801062453719 ,까마쿤홈,까마쿤홈,,,,,,,,5000,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000442,8801062891511 ,허쉬바,허쉬바,,,,,,,,1000,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000443,8801019514418 ,누드누가바,누드누가바,,,,,,,,500,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000444,8801118255854 ,아이스배,아이스배,,,,,,,,800,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000445,8805584111416 ,옥수수익어가는,옥수수익어가는,,,,,,,,500,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000446,8801062442911 ,설레임커피,설레임커피,,,,,,,,1000,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000447,8801062891504 ,허쉬쿠키 크런치바,허쉬쿠키 크런치바,,,,,,,,1000,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000448,8801019508875 ,크런치킹콘,크런치킹콘,,,,,,,,1000,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000449,8809592640210 ,모히또펀치,모히또펀치,,,,,,,,1300,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000450,8801206001639 ,왕수박알,왕수박알,,,,,,,,600,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000451,8801062623488 ,더블비얀코,더블비얀코,,,,,,,,1000,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000452,8801019509650 ,인절미통통,인절미통통,,,,,,,,500,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000453,8801118255892 ,쭈쭈바레몬,쭈쭈바레몬,,,,,,,,600,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000454,8801062453917 ,조안나5리터딸기,조안나5리터딸기,,,,,,,,12000,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000455,8801062889747 ,월드콘초코,월드콘초코,,,,,,,,1000,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000456,8801019513381 ,아이스쿨 트로피칼,아이스쿨 트로피칼,,,,,,,,500,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000457,8801019514975 ,바밤바 흑당버블티바,바밤바 흑당버블티바,,,,,,,,500,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000458,8801206001769 ,참외롭다 참외바,참외롭다 참외바,,,,,,,,500,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000459,8801104663175 ,끌레도르끼리블루베리,끌레도르끼리블루베리,,,,,,,,2000,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000460,8801062893782 ,조안나 호두리치,조안나 호두리치,,,,,,,,5000,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000461,8801062893799 ,조안나바닐라리치,조안나바닐라리치,,,,,,,,5000,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000462,8801118256035 ,쿠키오 코코넛 샌드,쿠키오 코코넛 샌드,,,,,,,,1000,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000463,8801206002032 ,초코쿠키바,초코쿠키바,,,,,,,,500,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000464,8801104664554 ,메로나코코넛,메로나코코넛,,,,,,,,500,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000465,8801206001714 ,홍차타임,홍차타임,,,,,,,,500,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000466,8801206002018 ,군고구마바,군고구마바,,,,,,,,500,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000467,8801206001943 ,커피리치바,커피리치바,,,,,,,,500,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000468,8801206001974 ,타로밀크티바,타로밀크티바,,,,,,,,500,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000469,8801118256097 ,돼지바블랙,돼지바블랙,,,,,,,,500,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000470,8801206001998 ,서주누릉지,서주누릉지,,,,,,,,500,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000471,8801073558618 ,깐도리,깐도리,,,,,,,,500,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000472,8809713220031 ,쌍쌍바,쌍쌍바,,,,,,,,500,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000473,8801104666404 ,붕어싸만코 초코,붕어싸만코 초코,,,,,,,,1000,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000474,8801104666381 ,빵또와 콘스프,빵또와 콘스프,,,,,,,,1000,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000475,8801062887590 ,앙빠빠샌드,앙빠빠샌드,,,,,,,,1000,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000476,8801062887163 ,쌀로달,쌀로달,,,,,,,,1000,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000477,8801019515057 ,애플시나몬,애플시나몬,,,,,,,,800,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000478,8801118256080 ,빵빠레샌드,빵빠레샌드,,,,,,,,1000,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000479,8801062887729 ,찰떡아이스 쿠키,찰떡아이스 쿠키,,,,,,,,1000,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000480,8801062884902 ,찰떡아이스 딸기,찰떡아이스 딸기,,,,,,,,1000,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000481,8809592640227 ,서주민트리치콘,서주민트리치콘,,,,,,,,1000,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000482,8801019515026 ,부라보샌드,부라보샌드,,,,,,,,1000,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000483,8801104666190 ,요맘때파우치,요맘때파우치,,,,,,,,1000,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000484,8801104665797 ,끌레도르 흑당밀크티,끌레도르 흑당밀크티,,,,,,,,2500,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000485,8801104304795 ,끌레도르 초코퐁당콘,끌레도르 초코퐁당콘,,,,,,,,2500,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000486,8801104174060 ,끌레도르 망고치즈콘,끌레도르 망고치즈콘,,,,,,,,2500,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000487,8717163690475 ,매그넘 화이트쿠키,매그넘 화이트쿠키,,,,,,,,9800,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000488,8801062885268 ,돌아온 엄마의실수,돌아온 엄마의실수,,,,,,,,600,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000489,8801062885275 ,돌아온까마쿤,돌아온까마쿤,,,,,,,,600,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000490,8801062884513 ,가나아이스바,가나아이스바,,,,,,,,600,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000491,8809713220024 ,누가바,누가바,,,,,,,,500,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000492,8809713220307 ,녹차마루바,녹차마루바,,,,,,,,500,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000493,8809713220208 ,인절미통통,인절미통통,,,,,,,,500,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000494,8801062884025 ,죠스크류수박바,죠스크류수박바,,,,,,,,500,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000495,8801104666060 ,엔초민트초코,엔초민트초코,,,,,,,,600,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000496,8801062883547 ,앙빵디저트 메론,앙빵디저트 메론,,,,,,,,800,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000497,8801062885008 ,가나파르페,가나파르페,,,,,,,,1500,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000498,8801104666855 ,라이언바 자두맛,라이언바 자두맛,,,,,,,,500,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000499,8801104666770 ,무지바 청포도맛,무지바 청포도맛,,,,,,,,500,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000500,8801206002070 ,리치망고스틴바,리치망고스틴바,,,,,,,,500,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000501,8809713220284 ,부라보샌드,부라보샌드,,,,,,,,1000,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000502,8809713220260 ,바밤바샌드,바밤바샌드,,,,,,,,1000,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000503,8809592640258 ,서주연유콘,서주연유콘,,,,,,,,1000,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000504,8801104306324 ,더위 카라멜 치어팩24,더위 카라멜 치어팩24,,,,,,,,800,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000505,8801104302937 ,제티 초코24,제티 초코24,,,,,,,,800,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000506,8801104304450 ,제티 쿠앤크 24,제티 쿠앤크 24,,,,,,,,800,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000507,8801104666480 ,뽕따 카카오,뽕따 카카오,,,,,,,,600,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000508,8801104665896 ,요맘때 그릭콘 믹스베리24,요맘때 그릭콘 믹스베리24,,,,,,,,1000,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000509,880-1104666084,투게더 흑임자,투게더 흑임자,,,,,,,,5000,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000510,8801062417155 ,누크바,누크바,,,,,,,,500,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000511,8801062416974 ,멜로니아,멜로니아,,,,,,,,800,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000512,8801062413133 ,바요바,바요바,,,,,,,,500,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000513,8801062016815 ,인투더망고바,인투더망고바,,,,,,,,600,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000514,8801062442638 ,초키초키,초키초키,,,,,,,,1000,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000515,8801062014750 ,가나 초키초키,가나 초키초키,,,,,,,,600,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000516,8801062899302 ,옥동자모나카,옥동자모나카,,,,,,,,1000,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000517,8801062008582 ,가나모나카,가나모나카,,,,,,,,1500,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000518,8801062893263 ,가나비얀코,가나비얀코,,,,,,,,1500,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000519,8801062896813 ,가나민트초코콘,가나민트초코콘,,,,,,,,1500,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000520,8801062892518 ,설레임 카카오쉐이크,설레임 카카오쉐이크,,,,,,,,1000,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000521,8801062443451 ,설레임바나나,설레임바나나,,,,,,,,1500,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000522,8801062891498 ,허쉬크런치아몬드콘,허쉬크런치아몬드콘,,,,,,,,2000,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000523,8801062884889 ,더블비얀코 초코,더블비얀코 초코,,,,,,,,1000,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000524,8801062884322 ,월드콘 애플크럼블,월드콘 애플크럼블,,,,,,,,1000,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000525,8801062883806 ,카페프레소,카페프레소,,,,,,,,1500,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000526,8801062475803 ,슬로우멜츠 후레쉬딸기,슬로우멜츠 후레쉬딸기,,,,,,,,2000,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000527,8801062016471 ,스키피홈,스키피홈,,,,,,,,5000,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000528,8801062884711 ,위즐 칙촉,위즐 칙촉,,,,,,,,4500,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000529,8809713220055 ,바밤바골드,바밤바골드,,,,,,,,500,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000530,8809713220079 ,호두마루바,호두마루바,,,,,,,,500,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000531,8809713220314 ,체리마루바,체리마루바,,,,,,,,500,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000532,8809713220048 ,폴라포 포도,폴라포 포도,,,,,,,,600,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000533,8809713220017 ,부라보콘 바닐라,부라보콘 바닐라,,,,,,,,1000,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000534,8809713220444 ,찰떡시모나,찰떡시모나,,,,,,,,1000,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000535,8809713220109 ,꿀호떡시모나,꿀호떡시모나,,,,,,,,1000,,없음,0,0,0,Y,,,20190101,99991231,1111111,,,
상품,B0000536,8809713220062 ,호두마루홈,호두마루홈,,,,,,,,5000,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000537,8809713220529 ,체리마루홈,체리마루홈,,,,,,,,5000,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000538,8809713220536 ,녹차마루홈,녹차마루홈,,,,,,,,5000,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
상품,B0000539,8801206001776 ,얼토당토캐찹바,얼토당토캐찹바,,,,,,,,500,,없음,0,0,0,Y,N,Y,20190101,99991231,1111111,,,
